CRASH_RECORD_ID,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION,Label
4c9396af0468f968f268f4d29dede854f21cfe2cc5dba824f1722a031a05c8f7e4bdadc81ef2955dde4deccf6ff9ab8b819dced5a18387903a899de2a2598d73,,2024-06-12 17:23:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,RACINE AVE,41.8616297134,-87.6563826697,POINT (-87.656382669729 41.861629713407),"{'Mode': 'rental', 'Type': 'classic_bike'}"
ad15204c22487e0bcdcf8780df840d286072897ef006b46b42226bee8fc8b73300d65bf0c10f5d60b6c3a3ba5b575b1e9581eda71291dc339f2ae6f1ff98674c,,2024-06-16 15:13:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LINCOLN AVE,41.9521017497,-87.677489986,POINT (-87.677489986046 41.952101749687),"{'Mode': 'rental', 'Type': 'electric_bike'}"
caa107cf4e91ff52192f18a11f5c72505f0a1dd0e3b0b755ae08b48cf57dc35c91513db67ce07eb69139e646562861fadba5137eed7cbfe028f09bab61c52193,,2024-06-27 09:26:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,Y-INTERSECTION,"CURVE, LEVEL",DRY,INJURY AND / OR TOW DUE TO CRASH,CLARENDON AVE,41.9532127227,-87.6498162757,POINT (-87.649816275697 41.953212722704),"{'Mode': 'rental', 'Type': 'electric_bike'}"
3ab1279b2ae70f406566e2fdd69707777bcceef9cbd6993c025f664a8ec64b177324d6b367c363825e2a9304c98d91b4726fa59e28b02222aabeec87762e9067,,2024-06-27 09:40:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,IRVING PARK RD,41.9545969221,-87.6546272474,POINT (-87.654627247399 41.954596922053),"{'Mode': 'rental', 'Type': 'classic_bike'}"
6e26f68dd2e569f347ffe10cca7f237c57e41b4c152a5a2d156a587db956cad21a1dcfe7277fa8d8bc369e2d24cbe0c92b98da6609e13e08a22a2858083418e5,,2024-06-29 17:50:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,MICHIGAN AVE,41.8782173453,-87.6244558403,POINT (-87.624455840297 41.878217345311),"{'Mode': 'rental', 'Type': 'classic_bike'}"
9b768272688df10230a9fefe6960582a20d11f5f3f0bdaade7c9339cd119aedd128cf439669526f74a351a4e94bd3c72eefa4f755b5408f5ab8a9b9d8a0c0ee2,,2024-06-30 13:56:00,20,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HURON ST,41.8949016164,-87.6342299275,POINT (-87.634229927548 41.894901616419),"{'Mode': 'rental', 'Type': 'electric_bike'}"
320338b0949868fb74b3949169ef5e6d25297277f72f687343dbd7d621454c94fce100b5362bac341598b44f1320e678eca93ce4b03d21ae2605b143f180d030,,2024-06-30 22:04:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.8896342529,-87.6297442999,POINT (-87.629744299862 41.889634252878),"{'Mode': 'rental', 'Type': 'electric_bike'}"
f162640fcfb0512f7c1a4937df036ba33d58423055deb94b304fb48b4160499471956f9e6570cf2f532a7875e4146e8b607e5561b97567586b372f6b5524b9ac,,2024-07-10 17:21:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HUBBARD ST,41.8899249572,-87.6300321139,POINT (-87.630032113914 41.88992495721),"{'Mode': 'rental', 'Type': 'electric_bike'}"
8fc644db70d37cce4a5bf3047f0ffdc9ee78278948be87dfa4c36477d5d2b52040081211ff2aeda1a55dfe4be4a18bac35db2a21a7e68cd4071a8d338c17f49d,,2024-07-16 08:01:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CORTLAND ST,41.9163625315,-87.666311232,POINT (-87.666311231958 41.91636253151),"{'Mode': 'rental', 'Type': 'classic_bike'}"
dbb7c5c085239ad2d8f58f499a35c151434f4bb7142bc18ca75e24f17cb8ecb3a6a58b7e9654e75acba6b178ffdf7626cfdd5fb63b79264ecd3fb21ba5804db2,,2024-07-17 19:50:00,30,CLEAR,DUSK,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WAVELAND AVE,41.94902541,-87.6485827742,POINT (-87.648582774196 41.949025410023),"{'Mode': 'rental', 'Type': 'electric_bike'}"
b2a7272130b67c71cd7fd449ac0df75331ed94875bf61e00eab61aeb0460c46dc5a609555bd1cda3e12b1b97a274cda66d5bc5740112f9b2c6ee9f2bd8ca53bc,,2024-07-19 11:00:00,35,CLEAR,DAYLIGHT,PEDALCYCLIST,OTHER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,WELLS ST,41.8845039272,-87.6337491623,POINT (-87.633749162342 41.884503927245),"{'Mode': 'rental', 'Type': 'classic_bike'}"
5c336b912d8b7c4dc2a0f59c317237fb38e94109e3c739e157ecdef1659235f7ad824cbc4918da0b2d6d4ab035290843f2a9fe8bb122231f72042157517694ac,,2024-07-19 16:15:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LINCOLN AVE,41.9320668084,-87.6582330683,POINT (-87.658233068295 41.932066808405),"{'Mode': 'rental', 'Type': 'classic_bike'}"
80c624c447482e11059f51b4b459d07c1e5b967b36ce0b97896d38acd847f06592ae629ff0b4a9a2803ff7618f2a243036b960c862e7677c6252c547e06417dc,,2024-07-30 16:30:00,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,TAYLOR ST,41.8695709595,-87.6540092069,POINT (-87.654009206899 41.869570959539),"{'Mode': 'rental', 'Type': 'classic_bike'}"
f8017071882e52fd60fa4d2783c91568b994f513323e0df4e46643cce15323b894a4b48cb3f291e007717c6a3b89ea4f9313e53737777122c09ef9d33fbe8bf2,,2024-07-30 18:02:00,30,CLEAR,DAYLIGHT,PEDESTRIAN,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.9373384373,-87.6444564715,POINT (-87.644456471505 41.937338437309),"{'Mode': 'rental', 'Type': 'electric_bike'}"
c42d7f6db350b51dc2d3b40807e97a63cdc0d99d64e8bce8ea9a22f1b94d9e66f678dc908ea32c6883863d7ce59eb7523596fd6dcd4c708646f9d616702595c2,,2024-08-03 19:27:00,30,CLEAR,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ASHLAND AVE,41.9032981952,-87.6676408142,POINT (-87.667640814158 41.903298195238),"{'Mode': 'rental', 'Type': 'classic_bike'}"
dd77503acd38c6043601b3d16858d473219355ecb9128b9870127d65d6120e18ae50baaae839c9ec058f3ca06961c35d9b64c6ba623b76f8bd760fb31ec4f6ac,,2024-08-04 18:10:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LAKE ST,41.885592272,-87.6420002935,POINT (-87.642000293519 41.885592271974),"{'Mode': 'rental', 'Type': 'classic_bike'}"
54f4809fd3ad05c8335819bf18d1e51cc13571f5e5cd0101203eaea3a3c22b6368b3cfeba87632ab263d4263ee7f7effbf2b6fa714362ce6fa76d575b7ed202f,,2024-08-08 13:50:00,25,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,LELAND AVE,41.9669732778,-87.6668827799,POINT (-87.666882779925 41.966973277826),"{'Mode': 'rental', 'Type': 'electric_bike'}"
93b98ff91e7e850296271ae25e65885a9753f1ad6ec2bf47587bcb6ab97e0755c6200b3b0a1c8d1715826f93ec8428ef02e5191f2a98c4fa3137a190aca7cec3,,2024-08-09 21:15:00,35,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8648845442,-87.6467036088,POINT (-87.64670360884 41.864884544168),"{'Mode': 'rental', 'Type': 'electric_bike'}"
a0b457d151de15612fe2e4f3fb1d0b4a813317ffbc461a642a20a98d9df4ad35e0de943685319d52e7fad4b3937a78c4ab7af49c23edbb42bbab2ef857369ed4,,2024-08-23 16:07:00,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ADDISON ST,41.9471694213,-87.6644998468,POINT (-87.664499846814 41.947169421314),"{'Mode': 'rental', 'Type': 'electric_bike'}"
f4482eb95ed97ab52f65b569e527ea475ccb9579c4b867c26727a1f84fcd132d8c493806725e35543fced59044992302892380b20b8284d5b1372e30f7c3c6f4,,2024-08-29 08:45:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.8796760401,-87.6295022827,POINT (-87.629502282668 41.879676040117),"{'Mode': 'rental', 'Type': 'classic_bike'}"
a91266396811320ae0c1c1f4f3942ebd2f5da3c357239af0e986a334ce471cb7d3c91a0b39705d2a273963c73e93093f8fa841da20a0dfcd911f5d35f75791a4,,2024-09-03 12:00:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ADAMS ST,41.8792031111,-87.6395518214,POINT (-87.639551821383 41.879203111052),"{'Mode': 'rental', 'Type': 'classic_bike'}"
f5ca4702acd10791d9424a1cea2a28843629ffc075bfbb37185ca332b7a41d29f12a6021dd728b3a3c48917ef9db88418f88a33f9891a104c66934f0a419b382,,2024-09-04 19:15:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9364425782,-87.6476648749,POINT (-87.647664874864 41.936442578178),"{'Mode': 'rental', 'Type': 'classic_bike'}"
45abb7d242974a74f8ee78147d7b460d11cb022142fca3c2600a30faa19b0d76d5fc30cda06bfd6c707730a3175e81620fad549f1c30e6e3c64c124057f0b77c,,2024-09-07 16:15:00,30,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9504574117,-87.6593142611,POINT (-87.659314261116 41.950457411659),"{'Mode': 'rental', 'Type': 'electric_bike'}"
3d642cde1ffb736419a9d8bec586da07f08e0c0844d84376c39008544a47a9e89c267aa3ca4237936b6cf50cf0a08a9190ed7aa065508369f50dd3308aa9df71,,2024-09-09 19:04:00,15,CLEAR,DUSK,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,FULTON MARKET,41.8869007617,-87.6483541263,POINT (-87.648354126268 41.886900761733),"{'Mode': 'rental', 'Type': 'classic_bike'}"
5a89239a3bd69976e517819308ba2d592f000ac0d21a0a45a82b31f5ae3f32a6176ef84f9afccf25bf7aa5cd042f2b2798b3d323abd2d74f083e3df7760edbf1,,2024-09-11 14:44:00,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,SOUTHPORT AVE,41.9480045508,-87.6641862307,POINT (-87.664186230701 41.94800455083),"{'Mode': 'rental', 'Type': 'electric_bike'}"
257d03ed7a7ff86496200f5257b4af2dbddecd41429d0adff0189eb03f634e7b0c4edd0eda256c599a3a22aaa2e6b9809b1e8379da529321603686c38b6f6302,,2024-09-12 08:35:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,FULLERTON AVE,41.9245243043,-87.7145086554,POINT (-87.714508655419 41.924524304297),"{'Mode': 'rental', 'Type': 'classic_bike'}"
a8d3b80638e732aa396167473e896bd6c86e2d7486c8f33b7448973f31c4b82815e28e53508ee774e766379a8a61e217f91a4a9540fc97994713e9c37f439887,,2024-09-14 23:00:00,30,UNKNOWN,UNKNOWN,FIXED OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,LINCOLN AVE,41.9239529807,-87.6464616294,POINT (-87.64646162935 41.923952980727),"{'Mode': 'rental', 'Type': 'electric_bike'}"
82166913ea962a6df583971a2172268190dbab7eddac16319ad2759b06d23d5f879b27e3bf02e763a41bbf96528738438f64e67c94ac3669adc1e4970a811d1c,,2024-09-16 17:32:00,25,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HALSTED ST,41.8539227861,-87.6466759794,POINT (-87.646675979396 41.853922786104),"{'Mode': 'rental', 'Type': 'classic_bike'}"
3b509e100e4cc10bc096e2f3a1badeed91df9eda17a87d8b6875804f63d223be04c4d89448306f6ba61272395441d0783e075cc59562d457a6cad2a819fe883b,,2024-09-17 20:25:00,25,CLEAR,DAYLIGHT,PEDALCYCLIST,TRAFFIC ROUTE,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WABASH AVE,41.8675245555,-87.6256838262,POINT (-87.625683826157 41.867524555498),"{'Mode': 'rental', 'Type': 'electric_scooter'}"
f4759be60e2b2affa94fb741a024fc3d58cdc7e06031ba4e8468ab0a18733ea5df548c7c8135654801aaa0737d622229dfa3d0b7b84db069ac48c031322cc428,,2024-09-23 16:43:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WABASH AVE,41.8916506877,-87.6265698496,POINT (-87.626569849581 41.891650687678),"{'Mode': 'rental', 'Type': 'electric_bike'}"
cb42e012ff06256bac054a737f10a7baeac20a2a935e2d216d5ecb77b4f5fddede73e1ecfcccf47f310c095e7d6edae709fb33976f035a3238c0b5efbd963650,,2024-09-27 22:54:00,35,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MICHIGAN AVE,41.8808927846,-87.6241895271,POINT (-87.624189527131 41.880892784602),"{'Mode': 'rental', 'Type': 'electric_bike'}"
7d06830606838af551e26613cd85a4daf0b3378a52af193bd1c158e526f80b96fa48589d56a6cdd34c1b93ff4ac18a740ffbdb6bad5569afa849b44d00a29bd9,,2024-09-28 23:30:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WELLS ST,41.8900209081,-87.6341761626,POINT (-87.634176162615 41.890020908064),"{'Mode': 'rental', 'Type': 'electric_bike'}"
7e8d6c0bc27c8471b7596e0c432498bf53039481ca1ba4f49a284b2f2e5e873acf9cb8a189ddb40b23311fd8037dc439f017b8eeda8226915f7d3fb419659b1a,,2024-09-29 15:15:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.9502903792,-87.6497315231,POINT (-87.649731523109 41.950290379189),"{'Mode': 'rental', 'Type': 'electric_scooter'}"
090c9a1ee0aa3e361e60ae5389537612a93a1ba91651ec9f05a42de42a3c3f0f75792a5c2a67c7e09a46e2493fb1efa9a914b80aa063afa7c3df918a2428012b,,2024-10-09 16:38:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLINTON ST,41.8780633538,-87.6409256179,POINT (-87.640925617863 41.878063353766),"{'Mode': 'rental', 'Type': 'classic_bike'}"
78317f95381c0e808180c539df3a73d68ed6490801905e03dd5eea45af7cc0a1fb394221da7b84f26451345658f37be0c63a3d85d652aff7dc2a0b3431b24d7d,,2024-10-10 08:46:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CHICAGO AVE,41.8964000539,-87.6537495116,POINT (-87.65374951159 41.896400053928),"{'Mode': 'rental', 'Type': 'classic_bike'}"
7a3ebdef52167e432781c450a68ed370d5ad108083a71d2f1b74d16c12258f9baf72eec81e7e646d1e787c8cd5b93283e3fc33274e8c729a6b226d11d5bf9c2f,,2024-10-30 21:28:00,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,RACINE AVE,41.9507018271,-87.6591104454,POINT (-87.659110445357 41.950701827106),"{'Mode': 'rental', 'Type': 'electric_bike'}"
b47c106a4b28644815a59541f3b1fd0a8484b59088dd59f70de3f4c4929ca4e11ef8a5a8e185fb5dbcabd77bc28df35044fe1e7c9cc56612809b070bbf1c68dc,,2024-11-12 12:14:00,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.8844460794,-87.629602189,POINT (-87.629602188986 41.884446079412),"{'Mode': 'rental', 'Type': 'classic_bike'}"
c3d5883f6c8396c23122de81f6cfee2e7d86ca8b203fcc2e6b8d68ebf7bccf8dfa634b146e09866a068a8a3f4c51ef17549dd3f503b68c21c8b37c8ded449418,,2024-11-12 17:35:00,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,SOUTHPORT AVE,41.9438456011,-87.6637819346,POINT (-87.663781934613 41.943845601126),"{'Mode': 'rental', 'Type': 'electric_bike'}"
460149d0258509643a4d5ee0cea60a35f88e18c8db2c759db3ac595f9abe5373246697b7f738ec192d0fc357746c548d2192dccd7a72b8d85b91b0127346e5e4,,2024-11-20 18:30:00,30,SNOW,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,SEDGWICK ST,41.9220037339,-87.6390847949,POINT (-87.63908479494 41.92200373395),"{'Mode': 'rental', 'Type': 'electric_bike'}"
2f2d19debd9560376fbd92e1449474812e997c39d865399624bbd3b036a6e1e89959b9379e1e3c972672a97f8a4e152808630cfba49c26220e81f670e83faa23,,2024-11-27 18:00:00,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,RIDGE AVE,41.9896769356,-87.6702068165,POINT (-87.670206816488 41.98967693564),"{'Mode': 'rental', 'Type': 'electric_bike'}"
8d47b3a2ded783baa259ec9e4b56e89fdd327ac6d6e483d3646fd387838a53aeeb5c7142843858837d0299204740320ca3da587b4123a0f84a80e54e5f9c1f16,,2024-12-06 08:55:00,20,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MORGAN ST,41.8716989836,-87.6510300968,POINT (-87.651030096835 41.8716989836),"{'Mode': 'rental', 'Type': 'classic_bike'}"
