PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,CRASH_DATE_x,SEX,AGE,SAFETY_EQUIPMENT,PEDPEDAL_ACTION,PEDPEDAL_LOCATION,BAC_RESULT,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION,Type
O1840873,BICYCLE,4c9396af0468f968f268f4d29dede854f21cfe2cc5dba824f1722a031a05c8f7e4bdadc81ef2955dde4deccf6ff9ab8b819dced5a18387903a899de2a2598d73,06/12/2024 05:23:00 PM,M,36.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,RACINE AVE,41.8616297134,-87.6563826697,POINT (-87.656382669729 41.861629713407),classic_bike
O1837214,BICYCLE,8a05c55f1dc0d18863ae788e82205b076254f3557589ae884ffc05bbabf69a196afa69331f10763aa583eccd0b2e26f556c4ccafa5ebb900eb48195da70c1a5d,06/07/2024 04:05:00 PM,M,25.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,GRAND AVE,41.8917959811,-87.6266474462,POINT (-87.62664744621 41.891795981143),classic_bike
O1827230,BICYCLE,209cd7fd76337769d9beac20af61d65d5ce62201590bcd79a307dafcba444ff46e0188ff3fa2750a42aa78a35dadd3c872857985e291edb38f3235f1710dd31d,05/25/2024 01:53:00 PM,M,42.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,RANDOLPH ST,41.8843729535,-87.6295986195,POINT (-87.629598619544 41.884372953468),classic_bike
O1822527,BICYCLE,4b20c0198d0a1b8f2f6d2a772ffdb8d3f264fc04e2124a510ee1686c202a7071bd62647931f9b088afb45f0ec365defcb34128a4ab4c6e00f3831dee71b866fd,05/19/2024 01:55:00 PM,M,41.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9184483652,-87.6362638088,POINT (-87.636263808758 41.918448365232),classic_bike
O1819544,BICYCLE,bbace4cb40286cf946c9d7dc133e7f8cabcfd7fbca7b50c4815b506fc0459d5034863bdd6cc189e8e513e29bc41577387975c22bee5f25bd5470f74f30f460d8,05/15/2024 06:51:00 PM,F,21.0,HELMET NOT USED,TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,IRVING PARK RD,41.9545969221,-87.6546272474,POINT (-87.654627247399 41.954596922053),electric_bike
O1814468,BICYCLE,b457ce42e17dd24adb7035572f9146e1c0871bacb94b7f487e00b6a632ed4669b00dda2dfda1e45cea69dc92a6af3735300096655e0ac58935d3031eb534dbc1,05/08/2024 05:57:00 PM,F,44.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WABASH AVE,41.8675245555,-87.6256838262,POINT (-87.625683826157 41.867524555498),classic_bike
O1813835,BICYCLE,ba3bc140e3b7371056f1466b89139b208b41fd02b0aac6b3709ac0c78d81ee84a27dc2e8a7924a7e66b58115a5b739166a98d762da7e8750fff630c40a802414,05/08/2024 08:46:00 AM,F,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,DEARBORN ST,41.8844460794,-87.629602189,POINT (-87.629602188986 41.884446079412),classic_bike
O1811874,BICYCLE,eb4c6d2618bce81a94741ea9ed82fcec5280e72830a3844844c1d01132e44fb4450b364b9d3b753026f8f487c4810a3d06fe9ee286bae7da85ace40606f2a7e4,05/03/2024 06:25:00 PM,F,23.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,LINCOLN AVE,41.9240804506,-87.6466398691,POINT (-87.646639869054 41.924080450622),classic_bike
O1808847,BICYCLE,136f36429d50bf6f7bb5dc75b34b509a846b59c65f0735e3d8a017178ac359a78e40f9c249672d41aff36770cff6547fd0dbe159eff224db3854f80b6d607f1d,04/30/2024 05:40:00 PM,X,,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,DESPLAINES ST,41.8889181736,-87.6444779729,POINT (-87.64447797293 41.88891817356),classic_bike
O1774670,BICYCLE,80c7dad3b6dcf366d0b6a38245565abbef251638de95695f76b7bcc01e8d8df8d614b64d8af0c1400bebecb7093e7fff4cfc65cdd0a2fd7fea0c07a00f74a404,03/07/2024 01:45:00 PM,M,28.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HUBBARD ST,41.8899261089,-87.6299436377,POINT (-87.629943637696 41.88992610889),electric_bike
O1725880,BICYCLE,7b1897cd6a2d2e9e966027cd1a6dd44c8a38ec79fd2928555af515df5f8e5548a0a8b6d0b89f197742cb87553b1920ada526045cf4fa8b7df3cd04d95b7f1abc,12/19/2023 06:45:00 AM,F,29.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,GRAND AVE,41.8917983175,-87.6267823912,POINT (-87.626782391206 41.891798317499),classic_bike
O1719370,NON-MOTOR VEHICLE,b49ae77a51accd044ad962efd6b423c70e86aaa50bb4d1f91caf7d33dcf7d8282f6720b4137a17699f2e365221cfa35bc07bee12ee52eef01d448e175e4b4bb7,12/06/2023 11:00:00 AM,M,,NONE PRESENT,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,UNKNOWN,NO INJURY / DRIVE AWAY,LAWRENCE AVE,41.9692015505,-87.6547084477,POINT (-87.654708447748 41.9692015505),electric_bike
O1703548,BICYCLE,356abd662c505fe7bade2e28e081aaecf24965c763791d85f9175ae1c03e3f5b8ca68d0bdba16369baa9efadf1684877e5a5c273e82ba6f2eaa93f893616baf9,11/14/2023 06:45:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DUSK,PEDALCYCLIST,T-INTERSECTION,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,18TH ST,41.8575245027,-87.6409163845,POINT (-87.64091638453 41.857524502747),electric_bike
O1701870,BICYCLE,91cdb367d65e83e1242b8771557202a2ac325f70a1126bf5da85fc605f7b5dfa63fc7efc497869d743044b188dec0bbeedaff19e2783b0946ff953d4addb8808,11/12/2023 12:41:00 PM,F,55.0,HELMET NOT USED,NO ACTION,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CHICAGO AVE,41.8965584796,-87.6288592024,POINT (-87.62885920239 41.896558479606),classic_bike
O1698779,BICYCLE,4200b8e00fe38c734725d954a2332219ca9a376caaf44b9af59021e17a416c6b940d3787251bc5a73264fbb1b20fe99a74b3e528acec5e57fdebd8b93c2af021,11/07/2023 05:42:00 PM,M,41.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8646813334,-87.6469904083,POINT (-87.646990408329 41.864681333354),classic_bike
O1698794,BICYCLE,56d3a2be6f5042b850a08348b29f3ba32d751fc40bb83a6ece6678b03dd59bceca5d02450d3e485682b96f8675653071d1c7f6e658afa36abe7b05ea860a043c,11/03/2023 05:10:00 PM,F,58.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,BIKEWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ELLIS AVE,41.7946538095,-87.601231771,POINT (-87.601231770997 41.794653809479),classic_bike
O1683628,BICYCLE,9b32c807663bb75089e2885724274b0de018956555ce49c69276a6145939360d24d7519723d93c881f3fa54659059dec765ba43dbd3aa0ab02d7e1ecb2510faf,10/15/2023 03:30:00 PM,F,24.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.944655826,-87.6546280651,POINT (-87.654628065084 41.944655825988),classic_bike
O1674008,BICYCLE,8f89963e113c28691adc84a4bf145823d6e4a84b020674b99c6b18a99bbab3fe89d6019d2fde1203eaf4dcebbdb657284b6c2cb4bb3e827a7dedfa3dd1bce47e,10/03/2023 04:35:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,STATE ST,41.8845243618,-87.627764549,POINT (-87.627764548957 41.884524361763),classic_bike
O1673747,BICYCLE,ca20a9ae9d528dfcc094a2d55c532741f905db1b1180255cace773fb5960aac447bc0b33c45c246724b4833418841408c74159c00351b89eaefb95ce419643de,10/03/2023 09:36:00 AM,F,69.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,PEORIA ST,41.881808327,-87.6495523873,POINT (-87.649552387349 41.881808326999),classic_bike
O1673377,BICYCLE,cbfddac78aca086d0bc4c10f36562d7d8aacc88d495f931ea03068bf68ed12f260b82a58c98701447d7685548374236bab465bfe1ee484db74e4c6e7b9a0663d,10/02/2023 05:58:00 PM,,,HELMET NOT USED,WITH TRAFFIC,NOT IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,RANDOLPH ST,41.8846019061,-87.6276141748,POINT (-87.62761417477 41.884601906141),classic_bike
O1661468,BICYCLE,8072ef69905ccfeea2e036ab1f92f4ff3a78fc3874a5e09f550cbdc8d3c4f43a1472a73036cf013c0d9d33431d3db6668940a705312d0a640a3dfafbb8db87e5,09/15/2023 04:24:00 PM,F,23.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,18TH ST,41.8576430378,-87.6318500315,POINT (-87.63185003155 41.857643037815),electric_bike
O1659195,BICYCLE,0f20859ad4e4f6f68f96bee253391f3a54ea75863c60192c957319d48deedb6119b2726c50e5b3f51023cfc4654113de4f05034b94a627ca7e18793fd318a8be,09/12/2023 01:21:00 PM,M,37.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ELLIS AVE,41.7942609932,-87.601221717,POINT (-87.601221717037 41.79426099321),classic_bike
O1649160,BICYCLE,c3cda8326e6e5f5c553e5488a18106a21e72cc16715fbf8c5ceb109acc45e169b42978ecfd6011e9da94d8cddb40b47ff31b797c6b1e8c68994d81442562659b,08/29/2023 09:07:00 AM,M,30.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DESPLAINES ST,41.8839095299,-87.6440424108,POINT (-87.644042410805 41.883909529934),classic_bike
O1647720,BICYCLE,e2fbfb02a09359fd7a349416d1c98309265e8acf8dfd7890187158fe339305480b0f0b6da63c9884bd1b28ff95e10aed971c4886161ab3074a1db05158e5ffd1,08/15/2023 12:00:00 PM,M,,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,20,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ORLEANS ST,41.902803452,-87.63756021,POINT (-87.637560210019 41.902803452031),electric_bike
O1636408,BICYCLE,87986ff1cdee5064bbb222c28c7929857b849b8f51b3a51b0d3c849879858e5d72ff3d32f7343b8b56b207505094419fc974d1331cc8c3d34cae1575dd44f20e,08/11/2023 07:30:00 AM,M,,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,GREEN ST,41.8856991972,-87.6487890894,POINT (-87.648789089379 41.885699197163),electric_bike
O1636256,BICYCLE,f8ec206b6d3e105d03177a954f3703d758f55c50a96989f60241ff14e7cea4b784d375318bac05e73a62b980207795e63f9b6d2d7f90845bba0e822fa923d5df,08/10/2023 06:00:00 PM,F,48.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.894238068,-87.629574615,POINT (-87.629574614964 41.89423806798),classic_bike
O1625760,BICYCLE,efa2f259d65b25c99c164c560267918a7cc6a7fbdac4e1b838a60fcf2e4b6a0f3e391fd74def14134d8c3275e6690b1f56a9b886123b3950c2dba7e353783737,07/26/2023 08:00:00 AM,M,23.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,JEFFERSON ST,41.8805826251,-87.6424725001,POINT (-87.642472500132 41.880582625074),classic_bike
O1625595,BICYCLE,ee4c2148986f4480bce0771c179cd168901eef9592464864c0c8d290ade60479fc74801b98d4c7415021c997a345025097ea2398de7be33a5283599c8fd53bc7,07/25/2023 08:43:00 PM,M,35.0,HELMET NOT USED,UNKNOWN/NA,BIKE LANE,TEST NOT OFFERED,,20,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SOUTHPORT AVE,41.9390936466,-87.663649569,POINT (-87.663649569022 41.939093646627),classic_bike
O1624214,NON-MOTOR VEHICLE,2033bb74e23cfa981a331b03f4ba920ab59211404b059dda97168b9ef018e39c0fa3e269fa2578f3fbb4aff08bd4c53ea785129b7ee9365cd4400ab5d86f8032,07/23/2023 06:37:00 PM,M,34.0,USAGE UNKNOWN,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,OTHER OBJECT,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MONTROSE AVE,41.9618880787,-87.6547719964,POINT (-87.654771996398 41.961888078735),classic_bike
O1623021,BICYCLE,879cc8a0e3bcab4af94674fcbad9bf9d495428769c07ec192d3b3e40ac63142cacc4a4f2764e5941ac653d654e71c577b376258f2e60f30001308c6acb019685,07/21/2023 10:04:00 PM,F,31.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,NORTH AVE,41.9109513818,-87.6530108595,POINT (-87.653010859469 41.910951381839),classic_bike
O1617751,BICYCLE,6205749565f3305d1f90369da377359d1ad7d7de3cba3d71fa57273c71f6432d6ed70db6cf7a0a89d6d97cb48d4b4172229a62c89c388919af9bcd76810e5123,07/14/2023 12:00:00 PM,M,,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HALSTED ST,41.943664153,-87.6492292273,POINT (-87.649229227293 41.943664152961),electric_bike
O1608830,BICYCLE,4bc0dbd8bb86b08cb84f9eb6badbb9b612055828890cf6c68a2225ae26253e2bd180e1ddde891b262029544d468b951dcf1ef9f89768da820080700fa4bd8069,06/30/2023 07:20:00 PM,M,22.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9297596629,-87.6428486171,POINT (-87.642848617103 41.929759662869),electric_bike
O1608788,BICYCLE,ef72d96305dcd1770b068bbc84799dd7d9429e3ba63fb35af86585772de3246747aae6b0eb6798e0fed8818ff73e2050a9921296272ea45debfa341c219b525f,06/30/2023 07:13:00 PM,M,32.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.952767097,-87.6498014362,POINT (-87.649801436197 41.952767097031),classic_bike
O1606788,BICYCLE,0db0c9fa15bc403e56ea2a3b43203f19316e095e0ecb4955fd221e09d0a0c29fa8101dd4fca8a249eae553f2ee5adeb2ba83a383fbd5e0107dd03bb5ee11fee0,06/27/2023 05:42:00 PM,M,30.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,UNKNOWN/NA,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CHICAGO AVE,41.8965584796,-87.6288592024,POINT (-87.62885920239 41.896558479606),electric_bike
O1590639,BICYCLE,3fe5c706efe1fc734b0df32ace33ec11aae6a213e811b00c4fceeb05c905d88968b3c2834dcd9a878738ed303cc1cddab925e626348cb32b6133b8511b45a7da,06/04/2023 01:20:00 PM,M,28.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SOUTHPORT AVE,41.9355005386,-87.6638134657,POINT (-87.663813465742 41.935500538592),electric_bike
O1583446,BICYCLE,3024eb9477b33ad7de51741e2e6ce7957853dbebbd4f6264039084b18be907a82a002b973bfba1b9c1c928279bc85f0cff3c73f8c28e357d8ebcca9a2678b589,05/23/2023 05:45:00 PM,M,34.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ELSTON AVE,41.9298022097,-87.684141707,POINT (-87.684141707021 41.929802209653),electric_bike
O1572885,BICYCLE,91a3defccda90a09b373d875b8456bc170c1b1fe167522a0243fa59cc0ab29fe56d196c44d630719d4db76caa1af81c9f3a8ea71dfe7f8aaab12eb39f5f0f136,05/10/2023 02:15:00 PM,M,25.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BELMONT AVE,41.9398726156,-87.6639452444,POINT (-87.663945244369 41.939872615605),classic_bike
O1564680,NON-MOTOR VEHICLE,6b561888fb3f4ca76ae1c2126a2908f22cb8f4a0afdfdc1a627015abc17a7f1248df0acf00bb5ea2d8e27938021e02b25fe552a4a59339a58470c85dfd2afd95,04/28/2023 05:00:00 PM,M,40.0,NONE PRESENT,,,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,FIXED OBJECT,ALLEY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ASHLAND AVE,41.9510164267,-87.668821743,POINT (-87.668821742952 41.951016426738),classic_bike
O1553208,BICYCLE,516117fea290c513b1acdae45ffc5c048afb6c8416ea9f8a14dcb1b1fa48d48c726dbf1f49fe8161978bb1014e3cac654718c099fefa1d95d53cb7d684b6ee03,04/12/2023 10:11:00 AM,F,48.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,ONE-WAY,STRAIGHT ON GRADE,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.886018053,-87.6308364569,POINT (-87.630836456915 41.886018052969),classic_bike
O1552790,BICYCLE,f82089c4461b9ae606a89add0a35352c59b8fbd289a52f02f2d096740e3e4de24416abc1fc5fd713c13b366c845d3624c3c4212573e074cb2a86cf4cab629d12,04/11/2023 05:54:00 PM,M,31.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MONTROSE AVE,41.9613889267,-87.6757672492,POINT (-87.675767249157 41.961388926696),classic_bike
O1545972,BICYCLE,538c018cfeb3c9288f3d922b95f81e36f5cc432ee10aa8bcf1f6938ed9efe25f21d3dc9710433b1da62916303afbd183a654fb4d4c2c7f4a98e9a8aac218f1fa,03/31/2023 02:35:00 PM,F,23.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,CENTER TURN LANE,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CHICAGO AVE,41.8967860509,-87.6282808746,POINT (-87.62828087456 41.896786050908),electric_bike
