PERSON_ID,PERSON_TYPE,CRASH_RECORD_ID,CRASH_DATE_x,SEX,AGE,SAFETY_EQUIPMENT,PEDPEDAL_ACTION,PEDPEDAL_LOCATION,BAC_RESULT,CRASH_DATE_EST_I,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ALIGNMENT,ROADWAY_SURFACE_COND,CRASH_TYPE,STREET_NAME,LATITUDE,LONGITUDE,LOCATION,Type
O1533369,BICYCLE,7e81741f4a51c504b09d7be2cb6d37e72b2b54dda826b3dce24153c0d4166a3604d0cae6dd313ac038c3c69279de60da6f55d63fc4388233f4fe8a18b9059af5,03/11/2023 03:00:00 PM,M,42.0,HELMET NOT USED,WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,MILWAUKEE AVE,41.8917898081,-87.6482936546,POINT (-87.648293654627 41.891789808105),classic_bike
O1482169,BICYCLE,bcc12f6632b5c97d0f5f225be68ff4194518f6cb0d1a4ac03c648752ef92411e1d8301c070324d90de5146ab926788147448997b0d07ba93cebe10df25757c81,12/14/2022 07:53:00 PM,M,,HELMET NOT USED,UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,,30,RAIN,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,JEFFERSON ST,41.8805826251,-87.6424725001,POINT (-87.642472500132 41.880582625074),classic_bike
O1480960,BICYCLE,3f57325a1309abe53590ef861f3a2c9a6d4a4e6027ce835ce4bc05574a70b5926ba7a567f2990cb943e1bc926be46996d9c0f981aac20ee80203bf0a97813246,12/14/2022 06:28:00 PM,M,32.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,20,RAIN,"DARKNESS, LIGHTED ROAD",OTHER OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,WET,NO INJURY / DRIVE AWAY,WOLF POINT PLZ,41.8880235436,-87.6364035514,POINT (-87.636403551437 41.888023543591),electric_bike
O1489757,BICYCLE,64f32e9a55816bf6190e8e85c466ee83e31f7fe96cfb94f50241f6c02fbc93d1c766a7af391710ea2bccafe26da1f9cb78498aa858a96b9e5575d23bd1532f0f,12/04/2022 02:20:00 PM,M,24.0,HELMET NOT USED,AGAINST TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,BROADWAY,41.9901041639,-87.6604163625,POINT (-87.660416362514 41.990104163873),electric_bike
O1467894,BICYCLE,cbb6876f5f91acc85388b018e8e57b6701b3e235a7de7b7e2aa910db761bfb46d3e7fe1090350aa26b3531d7f41d1d8c00b511ae09451c182ad42da9566c3c64,11/23/2022 12:05:00 PM,M,35.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLYBOURN AVE,41.9099688376,-87.6484152758,POINT (-87.648415275794 41.909968837552),electric_bike
O1454217,BICYCLE,d9d732b9274fe94d420a0924c423e4be9ec21fa698310309cd9aa9a0e3f862c41546d91e5768ed36bf35ad34a64c0b71a94d47a83afd8c7447b0567530c3a8ee,11/02/2022 09:01:00 PM,M,30.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,ONE-WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ILLINOIS ST,41.8909228984,-87.6186575446,POINT (-87.618657544644 41.890922898414),classic_bike
O1454136,NON-MOTOR VEHICLE,3f8127cf84579eb82bcc03edfd8144eda226bb9069a359411d9eafef9e8ff91ddd6e63f5f376ed65f99005c11e19a26202b4ea1b2471e2f2671235c0091e0b48,11/02/2022 06:07:00 PM,F,41.0,NONE PRESENT,CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ABERDEEN ST,41.8777651878,-87.6547148368,POINT (-87.654714836821 41.877765187778),classic_bike
O1438798,BICYCLE,567d74c521ce53e580754ab1635982a347cd7c8ee55c0ef3bde7dd316caf55d24dbbb9ed991ec479d12151e407fb4dad7912fafefd69fcebb6ce5563418026f9,10/03/2022 12:02:00 PM,F,57.0,HELMET NOT USED,OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WABASH AVE,41.8894773761,-87.6268026308,POINT (-87.626802630848 41.889477376081),electric_bike
O1421980,BICYCLE,0b17df02f64ca29d69d9f0535aa8220e6b6a9130340399e1c5678b2b6e692396dec48462f3607fc9a82729f63bd4ee736401c0e2122574d62b59b1bd35506783,09/17/2022 07:01:00 PM,M,16.0,HELMET NOT USED,NO ACTION,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,DUSK,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9449236897,-87.6545078737,POINT (-87.654507873687 41.944923689681),electric_bike
O1421769,BICYCLE,a05ad399b99445a820c883d7e601b1048bc61035f90305998efd22ce1ea324fc3825d66b4a154ff10f46a6aa8e0e1afb303a8f6a1744a5a95d069095b482de39,09/17/2022 12:45:00 PM,F,39.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,MILWAUKEE AVE,41.9228425767,-87.6974874818,POINT (-87.697487481806 41.922842576706),electric_bike
O1419019,BICYCLE,d0d4e8af09a117c038ae835bf3b62c2bdf7ea3ff81179e9611d58f0e2cd9eb802b0f3f2907e88b8b0333532bcbca758f1ead28b3dab442035d798f4a93aad8c6,09/13/2022 04:22:00 PM,M,21.0,HELMET NOT USED,CROSSING - AGAINST SIGNAL,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT REPORTED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DEARBORN ST,41.8844550486,-87.6293086572,POINT (-87.629308657242 41.884455048597),classic_bike
O1416186,BICYCLE,c5cdb7f6f5a9b46dae77977cd01bef9890170b85e65b43fb6a1a1c2f41a6db7ec71c72c9bd49d12ffd46d091035c2a8ddb872aa7db3f391ce9c20cdfb9521bc0,09/09/2022 02:35:00 PM,M,17.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,BIKEWAY,TEST NOT OFFERED,Y,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROOSEVELT RD,41.86735016,-87.6407970803,POINT (-87.640797080284 41.867350160014),docked_bike
O1409701,BICYCLE,bb77e6b9eac189af9874d64c80bd86aa4837db9b16ea01d8654a027203c0e3095d8eb4abe3b9399937631d9d18ae862187a79e0c91774e3e58709ecd14ccda98,08/31/2022 08:50:00 AM,M,66.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,PEORIA ST,41.8803834767,-87.6498030663,POINT (-87.649803066328 41.880383476673),electric_bike
O1411051,BICYCLE,cfe596879562a68ea53e70571e2acfba1223ded1cb8cf6363007409819aa8c6fe8455f7071851e0686fcec43aa1e01eb9630c59d0834c59a7421ffd448a2031a,08/30/2022 04:50:00 PM,M,38.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,,Y,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,"CURVE, LEVEL",DRY,NO INJURY / DRIVE AWAY,ROOSEVELT RD,41.867321764,-87.6258702008,POINT (-87.625870200766 41.867321764022),electric_bike
O1406716,BICYCLE,f0c0b62b299b836aeee0aa5a06169bb73d8db17e01c319538df79f16902033b14c6ee77f6886509839c858a7c932aaab2d6d91d37910889231400be809517ad6,08/26/2022 05:40:00 PM,M,65.0,HELMET NOT USED,OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ARCHER AVE,41.8419692269,-87.6575598077,POINT (-87.657559807675 41.841969226919),electric_bike
O1409787,BICYCLE,82a7fb307ce68b10b3eba5e09c1b94956b74ecbde7d5b1d56c01975d692b2c8172ebf113a78e7d078c8c84ba5c01804b5f1aa1643308b42c95a3afc5d6227b32,08/20/2022 11:09:00 AM,M,48.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,,,30,CLOUDY/OVERCAST,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.9502903792,-87.6497315231,POINT (-87.649731523109 41.950290379189),electric_bike
O1400734,BICYCLE,43aa1196230618424621a7f645d6f3c6bb3185279e16981b41f9057698230a639861d55f3133a803c2b20b7f087c3b5ccd117db5c61a8ddce4bff44417a96f7b,08/17/2022 05:05:00 PM,M,46.0,HELMET NOT USED,CROSSING - WITH SIGNAL,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,FULLERTON AVE,41.9252682757,-87.6534875641,POINT (-87.653487564139 41.925268275703),electric_bike
O1399351,NON-MOTOR VEHICLE,b18430ed542c663d2800c3df756cbb26d875c15f7b4d10ae732917849043848022d4092bb576704f549f747314ec5d1bca10332993e3db60afb8e7a55cf191f6,08/13/2022 06:45:00 PM,M,24.0,USAGE UNKNOWN,OTHER ACTION,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAWN,OTHER OBJECT,OTHER,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,SUPERIOR ST,41.8958263727,-87.6258105835,POINT (-87.625810583484 41.895826372695),electric_bike
O1397597,BICYCLE,540fb56329c9a9dd807d39b984192ac46658508f33013aa8ab87015e294b7986c4e3045320b511e364d52000afb643a431599bb340753c505ace9df9efad5352,08/12/2022 04:20:00 PM,F,34.0,HELMET NOT USED,OTHER ACTION,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.9137731359,-87.648506953,POINT (-87.648506952981 41.91377313589),classic_bike
O1395948,BICYCLE,6adeddcfd7ac94c125524c82e5279b8cd448a85c1858029fb6bac6d2f7b324019c64d0724c2ef52221a488ea54f71e2463bc39513390a8176be5dcb6e347fe8c,08/09/2022 09:20:00 PM,M,,HELMET NOT USED,UNKNOWN/NA,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DAMEN AVE,41.8549037841,-87.6760660362,POINT (-87.676066036226 41.854903784127),electric_bike
O1393588,BICYCLE,4b46a5a5a1ef48435bd781ac8456d6e97bdb538e15bc28bebe184b2690ea37a5d73db7ea77c8e6f528f3cace73d22b2f5d5ab25cca21421d1d8cb14f08623f24,08/06/2022 02:05:00 PM,M,61.0,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,DAMEN AVE,41.9094312312,-87.6772894524,POINT (-87.677289452382 41.909431231176),classic_bike
O1380820,BICYCLE,830942d4cafa993166be760b0eb805b3ba75fc32e87682db7f07f473b67d067663643a4aa0f60742a77965337b5024a71089b77a371389b7e81e008ee846d9e9,07/17/2022 04:40:00 PM,F,24.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SHERIDAN RD,41.9618230715,-87.6548960832,POINT (-87.654896083223 41.961823071539),classic_bike
O1380913,BICYCLE,de64b65362961a73768c098cfd8ebf27e1c8ec8538dc131d9769eb770791334ec7a1c3ffcf367e67d06364db1d1982b4d0f8bba7242b2f6e0bb037c5ebb4d1bd,07/17/2022 04:00:00 PM,F,28.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),UNKNOWN/NA,UNKNOWN/NA,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,RACINE AVE,41.9326676649,-87.6585672794,POINT (-87.658567279363 41.932667664936),electric_bike
O1377228,BICYCLE,e0f6ee7182cae8fa4a61e82be7769e67f90d4280385b7582c49479d3e027e203f92069aba0e173544debd023926980510f1a1a0cc211df659f462b4a6fdcf705,07/12/2022 04:00:00 PM,M,79.0,HELMET NOT USED,NO ACTION,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,OTHER OBJECT,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,HALSTED ST,41.9502903792,-87.6497315231,POINT (-87.649731523109 41.950290379189),electric_bike
O1377248,BICYCLE,3860a5b5562de89bbe0fab8b696130b01b98b783fbf37a5fa3bf0bd364123ff9d1ae56040880745c8f1a21d70bf73d0a716318f1222f5a00d9681e87acd34ddb,07/09/2022 07:15:00 PM,,,HELMET NOT USED,WITH TRAFFIC,BIKEWAY,TEST NOT OFFERED,,30,UNKNOWN,UNKNOWN,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,HALSTED ST,41.8649598981,-87.6469999206,POINT (-87.646999920609 41.864959898061),classic_bike
O1368346,BICYCLE,49591a1cae737eea5bf68b847b436d7be008fd214f77735848938c7ac0b70a5df000ea6809f39553ba2187a1d89752dfdf65555c8d269b3a00bf33651df5013d,06/28/2022 05:25:00 PM,M,24.0,HELMET NOT USED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),BIKE LANE,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,CLARK ST,41.9732070442,-87.6678987352,POINT (-87.667898735233 41.973207044233),classic_bike
O1368154,BICYCLE,06194726475bf51e5918745b6d24e8465b6147f958d15a6e0d164dc42da4e69da2d8be4a4bacae5f6cb27a14c08702c329bf3e91d6f440751af977d68b0e94cf,06/28/2022 12:25:00 PM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WILSON AVE,41.9652825804,-87.6580082008,POINT (-87.658008200782 41.965282580419),classic_bike
O1362840,BICYCLE,d03d43c1747c8cc03795a6e6283c175f2f809bec085058c2273729d0ed6bc93d577941c24d5aa8619524f31548e6001a5293048b2f1b2b9308ec46f884bd01af,06/20/2022 04:37:00 PM,M,16.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - AGAINST SIGNAL,IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,FOUR WAY,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,FULLERTON DR,41.9260404634,-87.6311036592,POINT (-87.631103659168 41.926040463404),docked_bike
O1358549,BICYCLE,6f70b2a0a796d52ec15bff2d5cd7e377f02ad36c0aca1d5147a80ec6b4f56585aaa7edc3d414b069f3035d1f818be39f06ec97ace309f85c46bcb0fa7e6676df,06/15/2022 10:00:00 AM,M,27.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,"CURVE, LEVEL",DRY,NO INJURY / DRIVE AWAY,STOCKTON DR,41.9315414906,-87.6388473962,POINT (-87.638847396161 41.931541490558),classic_bike
O1357141,BICYCLE,4e22f91140d270c8076a17172f3df0e4df0b8264c2527328396b6906242351f599146760cf22f6aa551fb2d45f56dca30d3d2f98a146990ddd8eccfb8c2e6da3,06/12/2022 03:00:00 PM,F,20.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,ROOSEVELT RD,41.8671220173,-87.6414076004,POINT (-87.641407600431 41.867122017279),classic_bike
O1353485,BICYCLE,f34a71e0577f852a31e214c64519a6612cb57c9baeb444f0bba4389648a9d4f0bd43b63db2707000450d1db9b12130e66640048969c8e8f183dbfd0e774222be,06/07/2022 06:55:00 PM,M,28.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,Y,25,CLEAR,DUSK,PEDALCYCLIST,Y-INTERSECTION,STRAIGHT ON GRADE,DRY,INJURY AND / OR TOW DUE TO CRASH,ARMITAGE AVE,41.9174294794,-87.691534747,POINT (-87.691534747024 41.917429479437),classic_bike
O1348670,BICYCLE,7671c2583e8e74330a20618712cf538088a51a83874e7645c1649f42566d3317c5c41c9226794ebcfc90975576a41caef4ec4ce519b19a9df4b9cf318be26704,05/31/2022 05:05:00 PM,M,21.0,HELMET NOT USED,TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SHERIDAN RD,41.9545326889,-87.6546930249,POINT (-87.65469302487 41.954532688932),classic_bike
O1347295,BICYCLE,8c45d319c61927e4e0203eb81014b87512eb1771bf30ac08cebe14b9f77559a111e8e284e3b4acfe77d90be5ca9c29e0f520b4b2035cac67d7225cef7d62edac,05/29/2022 04:30:00 PM,F,30.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),NO ACTION,IN ROADWAY,TEST NOT OFFERED,,35,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,ROOSEVELT RD,41.8673210997,-87.6259539918,POINT (-87.625953991796 41.867321099741),classic_bike
O1346484,BICYCLE,d46bd0ec216f69c11d44ccad3b0e96a202b0140a4323eba7a2acd322630781ac0a650048387c135021c717875bbd20d08b3fc0ce931ea543289b6f9e59efa4b1,05/28/2022 09:57:00 AM,M,31.0,HELMET NOT USED,WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT ON GRADE,DRY,INJURY AND / OR TOW DUE TO CRASH,ORLEANS ST,41.8896893992,-87.6366044996,POINT (-87.63660449962 41.889689399169),electric_bike
O1336670,BICYCLE,1c51c340ff780cb700895649f175a749c32eab69fa9bb803fac69e81c0cad0569d271e4554483c74f543f04dd29f1aecbba911dde50e1e16d09f81d7bde649cc,05/13/2022 04:40:00 PM,M,16.0,HELMET NOT USED,UNKNOWN/NA,BIKEWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,FULLERTON AVE,41.9254066361,-87.6580621839,POINT (-87.658062183857 41.92540663614),classic_bike
O1334430,BICYCLE,035fdd75cf55adf85c24401b8eb5fe03689f56d21a684cdb3db0627af15ec0c23852574e3613f6d32dc4a98f7ff7e3069b76138223caca8b028c364a52e793b7,05/10/2022 05:20:00 PM,M,69.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - WITH SIGNAL,BIKE LANE,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),STRAIGHT AND LEVEL,DRY,NO INJURY / DRIVE AWAY,DAMEN AVE,41.9158003569,-87.6774303555,POINT (-87.677430355505 41.915800356908),classic_bike
O1321864,BICYCLE,383eb828395b76bcaefd4038021be5ab84cad832e250b14fde746827101e06c72276d21c9f76346cc6d5c663d25509225645e03b0d2c702e347eeee134e3e3fd,04/22/2022 05:51:00 PM,M,27.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,TEST NOT OFFERED,,25,CLEAR,DUSK,PEDALCYCLIST,DIVIDED - W/MEDIAN BARRIER,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,RANDOLPH ST,41.884179966,-87.6541113518,POINT (-87.654111351842 41.884179966037),electric_bike
O1317272,BICYCLE,b55d9d81bec4e9b73fc6d4a2c77ea777041d12f5201eb9704541cd57636a589e032bee92d599d4e72ac0291ab38eac48f9484031d54dcb82dd806a8072990d7b,04/14/2022 02:25:00 PM,F,29.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),TURNING LEFT,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,SOUTHPORT AVE,41.9433702002,-87.6640631041,POINT (-87.664063104114 41.943370200204),electric_bike
O1304425,BICYCLE,2c908a66633958a7f92f48a7f19b2b0132590d294813351ea26320d39a314e75798b045c90d8d8956cd86460ea69107e629ee849ab0c3870e11f8d808aa0c120,03/20/2022 08:30:00 PM,F,48.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,IRVING PARK RD,41.9545969221,-87.6546272474,POINT (-87.654627247399 41.954596922053),electric_bike
O1293981,BICYCLE,b185052fe7cbc7a52dd66f9c1f349aeea8ef71daf1594006287cafa740f218121a12dd6603302a6f9a0c2f9749220ff92015a23e0ebcdf3e4cca38faf4a966ac,03/06/2022 11:40:00 AM,M,,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),WITH TRAFFIC,IN ROADWAY,TEST NOT OFFERED,,30,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,DRY,INJURY AND / OR TOW DUE TO CRASH,WELLS ST,41.9033111306,-87.6346058023,POINT (-87.634605802299 41.903311130583),classic_bike
O1273617,BICYCLE,d1969272e6827116f3f8446357cb14e77cb62d958e91421fc9f5381b8813cfcdbfb0d5e08ec8d938bd5122287091dfabd1aac2db6fbba92b3067630561b1d0e8,02/01/2022 11:15:00 AM,M,82.0,BICYCLE HELMET (PEDACYCLIST INVOLVED ONLY),INTOXICATED PED/PEDAL,BIKE LANE,TEST NOT OFFERED,,30,RAIN,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,STRAIGHT AND LEVEL,WET,INJURY AND / OR TOW DUE TO CRASH,SOUTHPORT AVE,41.9439902509,-87.6640799966,POINT (-87.664079996629 41.943990250919),classic_bike
