CRASH_UNIT_ID,CRASH_RECORD_ID,CRASH_DATE,UNIT_NO,UNIT_TYPE,NUM_PASSENGERS,VEHICLE_ID,CMRC_VEH_I,MAKE,MODEL,LIC_PLATE_STATE,VEHICLE_YEAR,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,TOWED_I,FIRE_I,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,TOWED_BY,TOWED_TO,AREA_00_I,AREA_01_I,AREA_02_I,AREA_03_I,AREA_04_I,AREA_05_I,AREA_06_I,AREA_07_I,AREA_08_I,AREA_09_I,AREA_10_I,AREA_11_I,AREA_12_I,AREA_99_I,FIRST_CONTACT_POINT,CMV_ID,USDOT_NO,CCMC_NO,ILCC_NO,COMMERCIAL_SRC,GVWR,CARRIER_NAME,CARRIER_STATE,CARRIER_CITY,HAZMAT_PLACARDS_I,HAZMAT_NAME,UN_NO,HAZMAT_PRESENT_I,HAZMAT_REPORT_I,HAZMAT_REPORT_NO,MCS_REPORT_I,MCS_REPORT_NO,HAZMAT_VIO_CAUSE_CRASH_I,MCS_VIO_CAUSE_CRASH_I,IDOT_PERMIT_NO,WIDE_LOAD_I,TRAILER1_WIDTH,TRAILER2_WIDTH,TRAILER1_LENGTH,TRAILER2_LENGTH,TOTAL_VEHICLE_LENGTH,AXLE_CNT,VEHICLE_CONFIG,CARGO_BODY_TYPE,LOAD_TYPE,HAZMAT_OUT_OF_SERVICE_I,MCS_OUT_OF_SERVICE_I,HAZMAT_CLASS
1973684,9d8272483c01c20bde2d269db47d217267846e5f6126fbf21b178350bd299e4e07c63052ea2daf0ab74aec11998ec3e9ef622cb07a74ab04ca29109893ae4110,12/21/2024 02:20:00 PM,1,DRIVER,,1880498,,UNKNOWN,MOTORIZED,XX,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,ENTER FROM DRIVE/ALLEY,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971739,81b9bd1142a056a5dd0a1e6228e3abdd2444176800fda3f7ed928f29f72dcae86353d876840d2c747fc5d494f42f24313316365fcd612b55f9796958da7cd7ab,12/18/2024 05:38:00 PM,1,DRIVER,,1878624,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971226,4fc7463c094e70a614198bd5d9555768da122382e70e939da2b65dbaed4967361b7c479fc508f7726792f2e18be65eeb79cb041ea9e3022999f0f05a35fb0669,12/17/2024 10:56:00 PM,1,DRIVER,1,1878140,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,Y,,2,,city of chicago,Lower Wacker,,Y,,,,,,,Y,Y,Y,Y,Y,,TOTAL (ALL AREAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967911,92dce173be505a7846ca571fcee740e5e3a79d354bf61404822ce3e7cae5856ba8018ae06d336bfc054925856be74a815945c68b3a44fbaec5ff9ad6c2c1cb10,12/13/2024 12:58:00 PM,1,DRIVER,,1876310,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966169,f4ba62f428523478885a2c2576a9ac4d6c8b84aded732fc8e0741c70af1bcc609d64612d5a4ccc22e0b964dd8ae89fc5556814de805bdbeaf66664d3bf3fa858,12/10/2024 12:00:00 AM,2,PARKED,,1873275,,CHEVROLET,BLAZER,IL,2020,UNKNOWN,MOPED OR MOTORIZED BICYCLE,NOT IN USE,E,PARKED,,,0,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952428,153a3c73c0bfb604234f04359283a080b8482f1ce6deb7e980dd7c2029698a382ee7b85f51cc84479558d3a1decd4a666f274e79699caca77287883b7372a47e,11/19/2024 07:59:00 AM,2,DRIVER,,1860042,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2024,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,Y,,1,,private,,,,,,,,,,Y,Y,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948801,bc864983a1ea1e0db35eb22c6170e01abbab8db7c18d7d7c397a0764e36f814601e845ec0b7cb918e35bddf36feb1314b8693664651aa3624dec269c9e894059,11/13/2024 06:57:00 PM,2,DRIVER,,1856551,,YAMAHA,YAMAHA,IL,2012,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,Y,Y,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944566,a03d57cb28a21c716e7e9b5555fde90fccc2a2be8f306ea8d1f11b18c85be5d445b36cdd97e4597f94045738d6f618604f71de71108d4cf1e62b2efcdf92b862,11/07/2024 01:30:00 PM,1,DRIVER,,1852536,,UNKNOWN,OPEN BODY,,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,S,OTHER,,,1,,,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942132,1a7f11cb703912324931e419bd4029d2c0b35688d263d54df6451ae4ce6b6a13790728312d5e44ab1e80c6c7ce775227da21aea920b1e653fb24adc58fc7271c,11/03/2024 07:15:00 PM,2,DRIVER,,1850228,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,NONE,MOPED OR MOTORIZED BICYCLE,OTHER,N,STRAIGHT AHEAD,Y,,1,,CITY OF CHICAGO,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940981,047844acca0e5e68e1f6fdabff7a5b1ff7f88e9e670f02c013162e3df3e6d8b6d856c777ba7b393117e53882d3ef0d61ba5028e6fe70e6bd500e6f6d05c25bcb,11/01/2024 10:12:00 PM,2,DRIVERLESS,,1849110,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),NY,2024,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,PARKED,,,0,,,,,,,,,,Y,,,,,,Y,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933686,7afc48067dd05f1b3f787d97c4676e38c6d8526a65722269cdeb1ebb0674ec9c35e256139edca1a9d268872d24200b656529067240ca36d2fcd2e9add2dd1413,10/22/2024 09:20:00 PM,1,DRIVER,,1842172,,BENELLI,BENELLI,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,Y,Y,Y,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942192,255b97d54694c6a4bd0dd96b8e65ef639187f34e4b857972c926b94a9db73685113fbd68764776533a6a6e62e098d0e5d818bba5b84f7923eecb5b70e62e0953,10/21/2024 10:25:00 PM,2,DRIVER,1,1850266,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,2,,,,Y,,,,,,,,,,,,,,TOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930366,a5e1a51931bb831f10f806e282f2da23d73703157e36568aaf06d4f06fb8f3715de85b5ca4d528763e060df75a24360aa5c6705d132736ca9addd36d811e2449,10/17/2024 07:08:00 AM,2,DRIVER,,1838998,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,AVOIDING VEHICLES/OBJECTS,,,1,,,,,,,,,,,,,,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929479,c2b482a323e9203fd40098d1b225086698ca031a8fb49d2280e2b2106e5f2f290f31351e9ecd0016092517f3f211048df1a523e51bdfecbbb35b6a13331aacd4,10/16/2024 09:50:00 PM,2,DRIVER,,1838162,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",IL,2023,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927111,f02c9ade6fbbdbf226a728e79c33ed7e7eba8f042ca81e16eb9efb50b0277951767245282999145be7b66fa78905c7c0bfb486c5b6d4d5e069155364f8f1bb8e,10/13/2024 01:58:00 PM,2,DRIVER,1,1835908,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,2,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926366,30c48cb5651692bb225bc483eeda995e7bb79a0e3af8a077443fed87402259bf999022217f9dae3936aa4bf66364ea5a4b16170f941ee0a9538bade5f07f1ea1,10/11/2024 05:15:00 PM,2,DRIVER,,1835207,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,UNKNOWN/NA,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,Y,Y,Y,Y,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925436,7fd9ad90d0e8ea9dcf68b3028035868bd9d58ffa9d0983fb54d6fbfea182586c30d33a0ce0ef86deef90d68678812589953bca4141e405a7a51b421b0ba350fb,10/11/2024 08:15:00 AM,1,DRIVER,,1834398,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927873,c4f404712af386a9ac4f2af66960f8cd1597727a230d8cabeaf7cbb8e92134dd7e3f36a9135d790ba087d51ac7a190bd12bc9cf65df68de579d42b118f3d686b,10/10/2024 08:00:00 AM,2,DRIVER,,1836611,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,2023,NONE,MOPED OR MOTORIZED BICYCLE,OTHER,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923007,603ba3719cd1706b9bf109765c965cb59e1b47c81f1775ea9a3677993de60393ef0677804c21f34d3fe79268bfa73a634d15072c599f67bf1170698ef94a90c8,10/07/2024 04:54:00 PM,2,DRIVER,,1832001,,HONDA,MOTORCYCLE,IL,2020,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,TURNING RIGHT,,,1,,,,,,,,,,,,,,Y,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922898,01d1e68707077714f5cbf6c83188321d80b078bd08334f3532e6ad61792415e195afaccb42e4dce11bc598de963e6e4038ca5332c88f3f6dc02dde6140e5ec19,10/07/2024 03:30:00 PM,2,DRIVER,,1831892,,FORD,FOCUS,IL,2013,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,ENTER FROM DRIVE/ALLEY,,,1,,,,,,,,,,,,,,Y,Y,,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922959,3b0bcc147b023fb2943016d6299eb8367ae3dd8df6d863cb5b6d76feed9d0d27d61ceb468eaf29570643fbdc7ca42a4128e424975354ecd00b253bef0e184aa4,10/07/2024 02:20:00 PM,2,DRIVER,,1831959,,HONDA,MOTORCYCLE,IL,2016,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,Y,,1,,private,,,Y,,,,,,,,,,Y,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922041,d0557aba755731bb1d03da50f188d4a7695b7dc6705e8acff46a81e8c57d9d85a6d703134ab1cc42f0a37c07c1390d42ad04839841758b18bd12771a3a94dc66,10/06/2024 09:59:00 AM,2,DRIVER,,1831110,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,UNKNOWN,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921569,d86b50407252fc6feb38fa2ab37b4d6377ecf879baa8217096b6245ad1dd2029a91242a678a2090645ce27b2dfe27609dd6775147f3f246f109639d93bb9a81b,10/05/2024 12:30:00 PM,2,NON-CONTACT VEHICLE,,1830645,,TUFBY CONVERTER DOLLY,TUFBY CONVERTER DOLLY,,,NONE,MOPED OR MOTORIZED BICYCLE,NOT IN USE,W,PARKED,,,0,,,,,,,,,,,Y,,,,,,,SIDE-LEFT-REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920739,c789a665c65fc261802fb6a9ed60c0d82116b5518bc38adcb116a16d8fd00021dca4cfbcb4f86fe0a7b2fceef8fc3059951dd46297c2bb345ad1304610af08ae,10/04/2024 11:57:00 AM,2,DRIVER,,1829867,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,2013,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,Y,Y,Y,Y,Y,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920707,eacdb077c2eb6a215b078aea9f2dbde756794e2e810ee13f94e483f13dceab7fcde1d9a3f01f940dc0db0763998fc7fb39d5f9d0b23aa3b1f2b2b6a4863e67c6,10/04/2024 09:50:00 AM,2,DRIVER,,1829825,,HONDA,OTHER (EXPLAIN IN NARRATIVE),IL,1988,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920033,383d1565075514b69d90a4df65729012b05460793b7374954b129399be44551062ba82dd74a4de907b1aa3eb482de468b59d28c727f7b364757f7eb3e04d261d,10/03/2024 12:53:00 PM,1,NON-CONTACT VEHICLE,,1829186,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1919994,503698f954425784813cc398fc062d4c83cec0a45807e8708b5aa60707752015e7a3c264ec40a3155602ab6a71c75304e0ab0b6d1c9e81e697c36cc2dff1f489,10/03/2024 11:30:00 AM,1,DRIVER,,1829140,,GENESIS,G70,IL,2009,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,Y,Y,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918725,2bc6aa2b5367de792b2204cd5b276d0b7f798ab792a489a504900052c915834ad984d7a4d6477ff002a7428cc32e9aedd7eadedfee8fde06a1ade818407a7ca3,10/01/2024 01:52:00 PM,1,DRIVER,,1827923,,VESPA,PRIMAVERA,IL,2023,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,AVOIDING VEHICLES/OBJECTS,Y,,1,,MOTORWORKS CHICAGO,1901 S WESTERN,,,,,,,,Y,Y,Y,Y,Y,Y,,FRONT-LEFT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918507,ca51703a7bd6644a7ad24282f6ec99f0bdc1d628476dd4a563a6a11bccfc5f2ceefba7dcdcecd58f163f6224c8f13afa212dfe5bec23dfb283d2049ca6820454,10/01/2024 08:15:00 AM,1,DRIVER,,1827706,,VESPA,OTHER (EXPLAIN IN NARRATIVE),IL,2013,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918410,d0c7d005cc7495611b7b839b864a29caf295d796b9b3f54a85223cfd7070cc3e0f1ab83fe9e0023dea646a2e4aca0a1a24a38a84865c958cbb61ef82863c5a64,10/01/2024 07:43:00 AM,1,DRIVER,,1827625,,FORD,OTHER (EXPLAIN IN NARRATIVE),TX,2008,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,Y,,,,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1916224,fef4689fcfc019e750e35c4722293ff1c90174c79f5ab6a073f0cfa9ffced9c31897a5ec147609f6ca4a98292b28dfa369f231d5c11f69e55a97061eefc3375f,09/27/2024 03:45:00 PM,1,DRIVER,1,1825508,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,STRAIGHT AHEAD,,,2,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915005,91a2c3422e753201b975864328650a4eb6839ea43d05efb562bbfd399af5c19d361da1b504f6d9ca3cd72f51e90c10f66be791d05680b9be3f00336ae0f0b77a,09/25/2024 06:05:00 PM,1,DRIVER,,1824372,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",IL,2023,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,Y,,1,,private tow,,,,,,,,,,,,,,,,TOTAL (ALL AREAS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913859,eccaa3e078222453b96538368c08dfbe9f569ce3ec8a976e1465cb43a1e16c5a282801d6c468ecd99b4a2226958a2f9c8fc3047745d705fdd0c7d690f4eded34,09/24/2024 12:47:00 PM,2,DRIVER,,1823286,,HONDA,OTHER (EXPLAIN IN NARRATIVE),,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,,,REAR-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1912346,95a909d5465e4162d2dc5ee3529f6d8cf28a6e9a61d968f76ed400ff9d416ffa389ece4de6b39f2348fe69431ed7bd6c58f7d15976774a9dce278256c9c8f898,09/21/2024 09:15:00 PM,2,DRIVER,,1822275,,UNKNOWN,MOTORIZED,IL,,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910405,fa9e5163a4b36f64a99b117e72392016d8fa1d01db755f1275bc6b654e651a41de666d1f1eb19d6fb0ad28ac68153e8e2a21ad03e9cfd3a9bf7f558d6df21098,09/19/2024 05:55:00 PM,2,DRIVER,,1819982,,UNKNOWN,OTHER (EXPLAIN IN NARRATIVE),,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,Y,,,Y,Y,N,Y,,,,,,,FRONT-RIGHT-CORNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910836,d40c4d850538870a4ac85f734f66cf9c06e7efdd2b29236555caedb0e5e8d2c4d6a14313edebaf5b6c75058883fdb766bd912ec2f42db60db044283dcad0fbaa,09/19/2024 03:45:00 PM,1,DRIVER,,1820392,,UNKNOWN,MOTORIZED,IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909624,7c475ab44ebce1effe5b6f95efdd58d7130543869b02c1727366c4c6fa8961da3c64af000c1ec0742e828727e08d0059c490adb4fdc573a90fe701bba9c136f7,09/18/2024 06:41:00 PM,1,DRIVER,,1819238,,UNKNOWN,MOTORIZED,,2021,UNKNOWN,MOPED OR MOTORIZED BICYCLE,PERSONAL,S,UNKNOWN/NA,,,1,,,,Y,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908603,a4ce465edbda094d65255ef1ed9bc30f27f2642d2389673b62f1cc7ca9fbc039f872addac90961386cf88393055a0f5a06faf91771c923b1cf9830bc494ab584,09/17/2024 01:42:00 PM,1,DRIVER,,1818262,,"(HOMEMADE MOTORCYCLE, MOPED.ETC.)","(HOMEMADE MOTORCYCLE, MOPED.ETC.)",IL,,NONE,MOPED OR MOTORIZED BICYCLE,PERSONAL,E,U-TURN,,,1,,,,,N,,,,,,,,,,,Y,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
